01:32:08.444 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
01:32:54.108 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 6A 00 1A 2D 0D
01:32:54.109 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=61.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:32:54.114 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=61.8, 光照=26.0
01:32:58.406 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:32:58.607 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:32:58.608 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:32:58.613 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:32:58.907 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:32:59.109 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 69 00 1A DD 0D
01:32:59.109 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=61.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:32:59.115 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=61.7, 光照=26.0
01:33:02.962 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:33:03.265 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 ED 78 09
01:33:03.265 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:33:03.463 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:33:03.764 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:33:03.764 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:33:03.965 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:33:04.168 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:33:04.168 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:33:04.173 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:33:04.466 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:04.669 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 69 00 1A DD 0D
01:33:04.669 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=61.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:33:04.673 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=61.7, 光照=26.0
01:33:08.407 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:33:08.613 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:33:08.613 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:33:08.618 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:33:08.907 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:09.109 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 69 00 1A DD 0D
01:33:09.109 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=61.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:33:09.114 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=61.7, 光照=26.0
01:33:13.408 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:33:13.611 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 9A 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF FF
01:33:13.611 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:33:13.616 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.4, pH=6.55
01:33:13.911 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:14.127 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 6A 00 1A 2D 0D
01:33:14.127 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=61.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:33:14.133 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=61.8, 光照=26.0
01:33:14.422 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:33:14.733 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 ED 78 09
01:33:14.733 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:33:14.922 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:33:15.229 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:33:15.229 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:33:18.409 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:18.615 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 6C 00 1A CD 0C
01:33:18.615 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=62.0, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:33:18.619 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=62.0, 光照=26.0
01:33:18.910 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:33:19.113 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 3A
01:33:19.113 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:33:19.120 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.8, pH=6.55
01:33:23.415 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:23.618 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 6E 00 1C EC CE
01:33:23.618 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=23.7, humidity=62.2, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:33:23.622 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=62.2, 光照=28.0
01:33:23.916 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:33:24.118 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:33:24.118 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:33:24.123 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:33:25.235 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:33:25.537 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 ED 78 09
01:33:25.537 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:33:25.736 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:33:25.865 [http-nio-8080-exec-32] INFO  c.s.h.MyMetaObjectHandler - [updateFill,38] - start update fill ....
01:33:26.037 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:33:26.037 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:33:28.416 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:33:28.619 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:33:28.619 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:33:28.626 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:33:28.918 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:29.120 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 6C 00 1A CD 0C
01:33:29.120 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=62.0, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:33:29.127 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.7, 湿度=62.0, 光照=26.0
01:33:33.417 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:33:33.619 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 ED 02 6A 00 1A 2D 0D
01:33:33.619 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.7, humidity=61.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
